Date,SP 500 Change %,UST 2yr Change %,UST 10yr Change %,Euro Bond Vol.,Euro Bond Change %,Gold Vol.,Gold Change %,Crude Oil Vol.,Crude Oil Change %,Dollar Index Vol.,Dollar Index Change %,VIX Change %,UST 10yr Direction
2010-12-23,-0.0016,0.0331,0.0146,228.19,-0.0026,0.1,-0.0049,145.01,0.0114,10.15,-0.003,0.066,1
2010-12-27,0.0006,-0.0122,-0.0253,146.08,-0.0038,0.32,0.0017,104.32,-0.0056,5.06,-0.0018,0.0729,0
2010-12-28,0.0008,0.1607,0.0466,150.73,0.0042,0.52,0.0165,104.42,0.0054,10.89,-0.0001,-0.0085,1
2010-12-29,0.001,-0.1465,-0.0365,216.2,-0.0034,0.04,0.0056,117.85,-0.004,9.27,-0.007,-0.0137,0
2010-12-30,-0.0015,0.0062,0.0036,271.21,0.0043,0.19,-0.0053,209.65,-0.014,12.96,-0.0038,0.0139,1
2011-01-03,0.0113,-0.0066,0.014,327.11,0.0034,0.03,0.0011,225.19,0.0019,18.71,0.0012,-0.0079,1
2011-01-04,-0.0013,0.0333,0.0012,626.5,0.003,0.12,-0.031,415.52,-0.0237,15.37,0.004,-0.0131,1
2011-01-05,0.005,0.1401,0.0374,1.08,-0.0049,0.18,-0.0037,416.91,0.0103,29.32,0.0105,-0.0207,1
2011-01-06,-0.0021,-0.0438,-0.0185,945.02,0.0019,0.16,-0.0015,440.46,-0.0213,31.38,0.0069,0.0223,0
2011-01-07,-0.0018,-0.1182,-0.0209,814.74,0.0032,0.23,-0.0021,444.81,-0.004,29.04,0.0028,-0.0149,0
2011-01-10,-0.0014,-0.0402,-0.0123,634.74,0.0012,0.18,0.0038,430.28,0.0139,19.05,-0.0019,0.0233,0
2011-01-11,0.0037,0.0279,0.0161,856.62,-0.0039,0.01,0.0075,429.76,0.0208,15.64,-0.0003,-0.0371,1
2011-01-12,0.009,0.0272,0.0081,1.16,-0.0087,0.2,0.0012,382.69,0.0082,33.98,-0.0109,-0.0385,1
2011-01-13,-0.0017,-0.0331,-0.0202,1.1,-0.0004,0.07,0.0009,358.9,-0.005,33.12,-0.0105,0.0092,0
2011-01-14,0.0074,-0.0068,0.0097,916.04,0.0022,0.25,-0.0191,313.33,0.0015,22.72,-0.0005,-0.0567,1
2011-01-18,0.0014,0.0138,0.0165,1.01,-0.0056,0.11,0.0057,211.93,-0.0017,33.05,-0.0044,0.0265,1
2011-01-19,-0.0101,-0.0357,-0.0098,750.02,0.0023,0.04,0.0015,109.53,-0.0057,22.27,-0.0044,0.0907,0
2011-01-20,-0.0013,0.1144,0.0342,1.07,-0.0054,0.01,-0.0173,25.96,-0.022,24.53,0.0022,0.0393,1
2011-01-21,0.0024,-0.0253,-0.0125,809.09,0.0007,0.02,-0.0041,287.81,0.0028,20.12,-0.0078,0.0267,0
2011-01-24,0.0058,0.0065,-0.0006,695.26,0.0013,0.0,0.0026,356.09,-0.0139,25.05,-0.0023,-0.0444,0
2011-01-25,0.0003,-0.066,-0.0223,866.76,0.0004,0.39,-0.0091,338.65,-0.0191,21.61,-0.0006,-0.0034,0
2011-01-26,0.0042,0.0845,0.0273,852.84,-0.0029,0.0,0.0005,347.75,0.0132,20.99,-0.0014,-0.054,1
2011-01-27,0.0022,-0.0684,-0.0094,1.01,-0.0022,0.02,-0.011,369.38,-0.0194,22.37,-0.0023,-0.0294,0
2011-01-28,-0.0179,-0.0683,-0.0177,824.47,0.0032,73.02,0.0169,584.79,0.0432,25.49,0.0055,0.2409,0
2011-01-31,0.0077,0.044,0.0135,723.72,0.0001,13.66,-0.0051,436.8,0.0319,23.22,-0.0053,-0.0254,1
2011-02-01,0.0167,0.0614,0.0181,997.78,-0.0059,3.18,0.0043,392.88,-0.0154,23.58,-0.0086,-0.0973,1
2011-02-02,-0.0027,0.0975,0.0128,823.71,-0.0011,1.36,-0.006,312.11,0.001,16.17,0.0011,-0.0187,1
2011-02-03,0.0024,0.0723,0.0195,1.04,0.0028,1.87,0.0156,290.49,-0.0035,25.19,0.0076,-0.0353,1
2011-02-04,0.0029,0.0562,0.0257,843.94,-0.0046,0.59,-0.003,359.93,-0.0167,26.23,0.0037,-0.0455,1
2011-02-07,0.0062,0.0173,0.0005,565.03,0.0017,1.0,-0.0005,324.98,-0.0174,16.39,-0.0004,0.022,1
2011-02-08,0.0042,0.115,0.0266,804.45,-0.0003,2.54,0.0117,414.88,-0.0062,19.61,-0.0004,-0.0289,1
2011-02-09,-0.0028,-0.0563,-0.0227,884.84,-0.004,0.15,0.001,367.21,-0.0026,22.37,-0.0048,0.0038,0
2011-02-10,0.0007,0.0398,0.0137,910.58,0.0007,0.31,-0.0021,419.19,0.0002,22.34,0.0078,0.0139,1
2011-02-11,0.0055,0.0012,-0.0173,785.16,0.0029,0.49,-0.0015,383.39,-0.0133,23.14,0.003,-0.0249,0
2011-02-14,0.0024,0.0107,-0.0036,649.91,-0.0009,0.18,0.0035,319.33,-0.009,15.98,0.0019,0.0166,0
2011-02-15,-0.0032,-0.0283,-0.0058,833.16,0.0001,0.32,0.0066,284.17,-0.0058,14.25,-0.0007,0.0263,0
2011-02-16,0.0063,0.0146,0.0053,1.08,0.0032,0.16,0.0008,297.66,0.0079,25.52,-0.0049,0.0214,1
2011-02-18,0.005,-0.0144,0.0017,869.04,-0.0053,0.1,0.0025,155.3,-0.0019,22.97,-0.0044,-0.0096,1
2011-02-22,-0.0205,-0.0755,-0.0326,968.02,0.0031,0.43,0.0089,37.93,0.0855,26.31,0.001,0.266,0
2011-02-23,-0.0061,0.0759,0.0069,782.83,0.0012,0.32,0.0092,489.67,0.0484,24.25,-0.0049,0.0639,1
2011-02-24,-0.001,-0.016,-0.0095,828.5,0.001,0.07,0.0013,507.46,-0.0084,18.51,-0.0045,-0.0366,0
2011-02-25,0.0106,-0.0257,-0.0099,675.57,-0.0007,0.35,-0.0047,307.9,0.0062,17.27,0.0026,-0.0985,0
2011-02-28,0.0056,-0.0444,0.0018,752.08,-0.0016,0.21,0.0004,262.0,-0.0093,19.31,-0.0049,-0.0453,1
2011-03-01,-0.0157,-0.0451,-0.0056,1.31,-0.0005,0.12,0.0152,322.43,0.0274,19.64,0.0021,0.145,0
2011-03-02,0.0016,0.0594,0.02,991.28,-0.0015,1.6,0.0045,446.38,0.0261,32.45,-0.0051,-0.0148,1
2011-03-03,0.0172,0.0977,0.0254,1.59,-0.0081,0.24,-0.0148,382.56,-0.0031,29.96,-0.0025,-0.1014,1
2011-03-04,-0.0074,-0.0982,-0.0188,1.35,0.0023,0.06,0.0086,369.15,0.0246,32.46,-0.001,0.0247,0
2011-03-07,-0.0083,0.0232,0.0069,629.25,-0.001,0.61,0.0041,404.44,0.0098,25.01,0.0013,0.0839,1
2011-03-08,0.0089,0.0284,0.01,30.05,0.0002,0.2,-0.005,420.04,-0.004,27.34,0.0037,-0.0407,1
2011-03-09,-0.0014,-0.0386,-0.0231,694.13,-0.0119,0.1,0.0017,353.95,-0.0061,40.78,-0.0011,0.0202,0
2011-03-10,-0.0189,-0.0918,-0.0308,965.68,0.0036,0.02,-0.012,432.99,-0.0161,36.63,0.0072,0.0821,0
2011-03-11,0.0071,0.019,0.0119,953.59,0.0027,0.02,0.0066,342.53,-0.015,15.54,-0.0065,-0.0823,1
2011-03-14,-0.006,-0.0682,-0.0109,967.42,-0.0014,0.06,0.0022,289.43,0.0003,1.63,-0.004,0.0523,0
2011-03-15,-0.0112,0.0133,-0.0172,1.35,0.0068,0.02,-0.0225,388.74,-0.0396,29.75,0.0025,0.151,0
2011-03-16,-0.0195,-0.0788,-0.0348,1.26,0.0051,0.04,0.0024,357.94,0.0082,38.32,0.0043,0.2089,0
2011-03-17,0.0134,0.0499,0.0204,1.13,-0.0066,0.03,0.0057,261.57,0.0351,29.59,-0.0084,-0.1031,1
2011-03-18,0.0043,0.0,0.0034,881.71,-0.0016,0.01,0.0085,217.68,-0.0035,25.16,-0.0048,-0.0732,1
2011-03-21,0.015,0.0815,0.0196,702.62,-0.0038,0.04,0.0073,103.96,0.0125,20.85,-0.0042,-0.1567,1
2011-03-22,-0.0036,0.0251,-0.0012,881.69,-0.0012,0.09,0.0009,31.92,0.0163,21.64,0.0002,-0.0194,0
2011-03-23,0.0029,0.0015,0.0078,1.12,0.0023,0.02,0.0073,254.57,0.0168,25.03,0.0049,-0.0515,1
2011-03-24,0.0093,0.0612,0.0158,860.76,-0.0008,0.03,-0.0022,258.02,-0.0014,32.28,-0.0021,-0.061,1
2011-03-25,0.0032,0.0605,0.0103,681.8,-0.0014,0.0,-0.0061,235.66,-0.0019,28.3,0.0079,-0.005,1
2011-03-28,-0.0027,0.0272,-0.0003,684.09,-0.0028,0.01,-0.0044,223.08,-0.0135,17.36,-0.0014,0.0854,0
2011-03-30,0.0067,-0.0339,-0.0135,706.37,-0.0006,47.01,0.0055,256.9,-0.005,22.29,-0.0019,-0.0248,0
2011-03-31,-0.0018,0.0452,0.0075,1.04,-0.0012,8.23,0.0106,270.63,0.0235,23.11,-0.0037,0.0017,1
2011-04-01,0.005,-0.0372,-0.0058,888.94,-0.0023,5.32,-0.0075,283.71,0.0114,32.62,0.0001,-0.0192,0
2011-04-04,0.0003,-0.0449,-0.0072,578.86,0.0014,0.68,0.0029,228.49,0.0049,13.61,0.001,0.0057,0
2011-04-05,-0.0002,0.0731,0.0181,742.12,-0.002,2.61,0.0137,249.36,-0.0012,23.7,-0.0006,-0.0143,1
2011-04-06,0.0022,0.0243,0.0178,873.77,-0.0026,0.9,0.0041,255.6,0.0045,22.03,-0.0047,-0.0203,1
2011-04-07,-0.0015,-0.0665,0.0,1.07,0.0007,0.23,0.0005,334.91,0.0135,22.29,0.0007,0.0124,0
2011-04-08,-0.004,0.0356,0.0096,839.73,-0.0056,1.41,0.0102,319.48,0.0226,20.98,-0.0071,0.0444,1
2011-04-11,-0.0028,0.0197,0.0011,577.38,-0.0012,0.38,-0.0041,364.35,-0.0254,16.98,0.0001,-0.0716,1
2011-04-12,-0.0078,-0.1012,-0.0265,932.36,0.0047,0.35,-0.0099,555.63,-0.0334,27.18,-0.0029,0.0301,0
2011-04-13,0.0002,-0.0214,-0.0097,866.97,0.0001,0.2,0.0014,456.86,0.0081,22.24,0.0017,-0.0099,0
2011-04-14,0.0001,0.0493,0.011,1.05,0.0018,0.54,0.0115,352.07,0.0093,24.25,-0.004,-0.0384,1
2011-04-15,0.0039,-0.0901,-0.0237,885.36,0.0042,0.29,0.0092,224.39,0.0143,19.08,0.0019,-0.0584,0
2011-04-18,-0.011,-0.0459,-0.0097,1.28,0.0103,0.65,0.0047,138.18,-0.0232,39.09,0.0094,0.107,0
2011-04-19,0.0057,-0.018,-0.0044,1.03,-0.0023,0.17,0.0015,37.09,0.0096,22.66,-0.0064,-0.0666,0
2011-04-20,0.0135,0.0245,0.0128,867.76,-0.0019,0.39,0.0025,291.55,0.0305,28.2,-0.0091,-0.048,1
2011-04-21,0.0053,-0.0135,-0.0041,782.3,0.003,0.24,0.0033,240.46,0.0075,23.83,-0.0052,-0.0252,0
2011-04-26,0.009,-0.0516,-0.0169,477.18,0.0016,0.22,-0.0037,234.44,-0.0006,17.3,-0.0021,-0.0095,0
2011-04-27,0.0062,0.0692,0.0145,785.5,-0.0042,0.21,0.0091,338.7,0.0049,31.59,-0.0045,-0.0173,1
2011-04-28,0.0036,-0.037,-0.0122,823.61,0.0056,0.43,0.0093,301.6,0.0009,26.2,-0.0052,-0.0476,0
2011-04-29,0.0023,-0.0256,-0.0078,371.52,0.002,0.12,0.0165,201.83,0.0095,18.64,-0.0028,0.0089,0
2011-05-02,-0.0018,-0.0066,-0.0027,276.9,-0.0008,0.2,0.0004,310.99,-0.0036,23.53,0.0004,0.0841,0
2011-05-03,-0.0034,0.0,-0.0091,744.57,-0.0015,0.25,-0.0107,300.33,-0.0218,26.06,0.0024,0.0444,0
2011-05-04,-0.0069,-0.0264,-0.0092,1.07,-0.0013,0.27,-0.0164,333.02,-0.0163,36.61,-0.0014,0.0228,0
2011-05-05,-0.0091,-0.0204,-0.0214,1.3,0.0048,0.13,-0.0224,670.08,-0.0864,61.58,0.0159,0.0656,0
2011-05-06,0.0038,-0.0416,-0.0006,1.24,0.003,0.14,0.007,606.53,-0.0263,66.99,0.0095,0.011,0
2011-05-09,0.0045,-0.0072,0.0022,1.09,0.0068,0.04,0.0078,469.29,0.0553,52.06,-0.0024,-0.0674,1
2011-05-10,0.0081,0.0729,0.0177,1.05,-0.0022,0.01,0.0091,439.61,0.013,32.11,-0.0016,-0.0728,1
2011-05-11,-0.0111,-0.0679,-0.0177,1.06,-0.0006,0.03,-0.0102,524.76,-0.0546,55.12,0.0098,0.0654,0
2011-05-12,0.0049,0.0146,0.0222,1.04,0.003,0.01,0.0037,522.5,0.0077,39.12,-0.0013,-0.0543,1
2011-05-13,-0.0081,-0.0359,-0.0177,955.85,0.001,0.02,-0.0088,367.72,0.0069,45.83,0.0069,0.0649,0
2011-05-16,-0.0062,-0.0242,-0.0069,810.53,-0.0023,0.01,-0.002,335.32,-0.0229,36.28,-0.0038,0.0685,0
2011-05-17,-0.0004,-0.0076,-0.0105,1.07,0.0023,0.04,-0.0071,399.13,-0.0047,40.04,-0.0014,-0.0378,0
2011-05-18,0.0088,0.0769,0.0225,865.1,-0.0009,0.08,0.0107,285.3,0.0329,31.77,0.0012,-0.0752,1
2011-05-19,0.0022,-0.0571,-0.0035,1.02,-0.0014,0.0,-0.0023,142.67,-0.0166,41.23,-0.0047,-0.0437,0
2011-05-20,-0.0077,-0.0246,-0.0082,1.0,0.0051,0.09,0.0111,33.93,0.0107,41.78,0.004,0.1231,0
2011-05-23,-0.0119,0.0233,-0.0057,939.45,0.0034,0.04,0.0043,296.83,-0.018,38.74,0.0087,0.0482,0
2011-05-24,-0.0008,-0.038,-0.0042,965.41,-0.0036,0.0,0.0052,339.53,0.0193,27.18,-0.0028,-0.0246,0
2011-05-25,0.0032,0.0552,0.0051,1.12,0.0022,0.01,0.0022,354.88,0.0174,31.72,0.0001,-0.0421,1
2011-05-26,0.004,-0.0879,-0.0233,1.08,0.004,0.05,-0.0025,332.14,-0.0108,32.08,-0.0052,-0.0574,0
2011-05-27,0.0041,-0.0164,0.0042,961.96,0.001,76.72,0.0089,212.25,0.0036,26.98,-0.0081,-0.0068,1
2011-05-31,0.0106,-0.025,-0.0008,1.12,-0.0027,6.15,-0.0003,319.04,0.021,25.85,-0.0045,-0.0332,0
2011-06-01,-0.0228,-0.0662,-0.0376,1.35,0.0026,2.85,0.0042,376.48,-0.0235,33.48,0.0005,0.1845,0
2011-06-02,-0.0012,0.0549,0.0296,1.0,0.0004,1.65,-0.0067,389.64,0.0011,29.81,-0.0048,-0.0115,1
2011-06-03,-0.0097,-0.0694,-0.0132,1.53,-0.004,1.75,0.0063,351.31,-0.0018,35.29,-0.0076,-0.0077,0
2011-06-06,-0.0108,-0.0093,0.002,1.46,0.0018,0.69,0.0031,289.67,-0.0121,33.32,0.0026,0.0301,1
2011-06-07,-0.001,-0.0471,0.001,788.94,-0.0045,2.53,-0.0021,415.37,0.0008,32.44,-0.0064,-0.0227,1
2011-06-08,-0.0042,-0.0494,-0.018,55.55,0.0034,0.49,-0.0034,484.28,0.0167,40.93,0.0056,0.0398,0
2011-06-09,0.0074,0.0909,0.0173,1.04,-0.001,0.29,0.0026,345.54,0.0118,43.99,0.0035,-0.0543,1
2011-06-10,-0.014,-0.0381,-0.008,920.97,0.0056,0.63,-0.0088,379.24,-0.0259,24.07,0.008,0.0613,0
2011-06-13,0.0007,-0.0198,0.0037,599.47,0.0005,0.85,-0.0089,381.99,-0.02,1.28,-0.0027,0.0398,1
2011-06-14,0.0126,0.1212,0.0385,970.05,-0.0042,0.31,0.0058,347.72,0.0213,19.03,0.0013,-0.0688,1
2011-06-15,-0.0174,-0.1441,-0.0426,1.07,0.0043,0.65,0.0012,508.72,-0.0459,41.17,0.0185,0.1676,0
2011-06-16,0.0018,0.0105,-0.0138,1.5,0.0042,0.16,0.0024,336.01,0.0015,35.47,0.002,0.0661,0
2011-06-17,0.003,-0.013,0.0062,1.15,-0.0032,0.07,0.0061,245.01,-0.0204,34.01,-0.01,-0.0387,1
2011-06-20,0.0054,-0.0106,0.0041,836.46,0.0006,0.1,0.0019,136.84,0.0027,24.67,0.0005,-0.0851,1
2011-06-21,0.0134,-0.0133,0.0081,859.76,-0.0021,0.13,0.0029,41.37,0.0015,27.04,-0.0075,-0.0565,1
2011-06-22,-0.0065,0.0108,0.0,1.05,0.0025,0.22,0.0045,296.28,0.0215,26.54,0.0034,-0.018,0
2011-06-23,-0.0028,-0.0642,-0.0221,1.17,0.0078,0.3,-0.0211,484.06,-0.046,35.97,0.0095,0.0416,0
2011-06-24,-0.0117,-0.0371,-0.0148,964.51,0.002,0.26,-0.0129,337.77,0.0015,38.76,0.004,0.0938,0
2011-06-27,0.0092,0.181,0.0212,863.97,-0.0043,0.14,-0.003,278.68,-0.006,35.33,-0.005,-0.0256,1
2011-06-28,0.0129,0.2085,0.0348,1.12,-0.0027,0.17,0.0025,279.02,0.0252,26.63,-0.0045,-0.0676,1
2011-06-29,0.0083,-0.0333,0.0287,1.31,-0.0052,0.4,0.0068,348.79,0.0202,35.85,-0.0055,-0.0991,1
2011-06-30,0.0101,0.0,0.0125,1.15,-0.0033,0.07,-0.005,276.58,0.0069,32.86,-0.0058,-0.0434,1
2011-07-01,0.0144,0.0194,0.007,1.02,-0.0005,0.07,-0.0133,263.63,-0.005,17.68,0.0005,-0.0393,1
2011-07-05,-0.0013,-0.0844,-0.0252,818.88,0.0011,0.2,0.0202,275.65,0.0205,17.34,0.0056,0.012,0
2011-07-06,0.001,-0.0184,-0.0029,1.26,0.0072,0.07,0.0108,288.32,-0.0025,19.82,0.0061,0.0174,0
2011-07-07,0.0105,0.1033,0.009,1.23,-0.0044,0.06,0.001,339.27,0.0209,21.5,-0.0024,-0.0239,1
2011-07-08,-0.007,-0.1596,-0.0344,1.17,0.0118,0.0,0.0072,348.0,-0.025,32.1,0.0034,0.0,0
2011-07-11,-0.0181,-0.0911,-0.035,1.42,0.0133,0.01,0.0049,311.45,-0.0109,36.06,0.0114,0.153,0
2011-07-12,-0.0044,0.0,-0.0161,1.78,-0.0019,0.01,0.0085,343.49,0.024,49.26,-0.0018,0.0805,0
2011-07-13,0.0031,-0.0111,0.0024,1.31,-0.0042,0.03,0.0149,355.1,0.0064,37.2,-0.009,0.002,1
2011-07-14,-0.0067,0.0451,0.0239,865.22,0.0005,0.02,0.0024,403.42,-0.0241,37.68,0.0002,0.0447,1
2011-07-15,0.0056,-0.0323,-0.0152,732.7,0.0044,0.01,0.0005,266.46,0.0162,24.78,-0.0006,-0.0611,0
2011-07-18,-0.0081,0.0223,0.0041,694.3,0.0035,0.01,0.0077,203.97,-0.0135,30.61,0.0036,0.0727,1
2011-07-19,0.0163,0.0109,-0.0144,900.33,-0.003,0.06,-0.0007,138.05,0.0164,26.07,-0.0037,-0.0831,0
2011-07-20,-0.0007,0.0108,0.0184,923.86,-0.0071,0.01,-0.0026,35.29,0.0066,26.9,-0.0055,-0.0062,1
2011-07-21,0.0135,0.064,0.0283,1.23,-0.0088,0.02,-0.0062,293.97,0.0101,44.56,-0.0115,-0.0801,1
2011-07-22,0.0009,-0.0201,-0.0166,1.1,0.0054,0.01,0.0091,223.27,0.0075,22.18,0.0024,-0.0023,0
2011-07-25,-0.0056,0.0639,0.0135,681.04,0.0045,0.07,0.0067,205.21,-0.0067,17.62,-0.0021,0.1045,1
2011-07-26,-0.0041,-0.0505,-0.0163,831.13,0.0006,0.03,0.0029,332.69,0.0039,28.55,-0.0084,0.0455,0
2011-07-27,-0.0203,0.1291,0.0091,909.58,0.008,0.02,-0.001,304.52,-0.022,32.91,0.0087,0.1359,1
2011-07-28,-0.0032,-0.0538,-0.0091,918.66,0.0005,70.26,-0.001,236.25,0.0004,23.4,0.0016,0.0331,0
2011-07-29,-0.0065,-0.1493,-0.0552,1.02,0.0072,6.76,0.0092,284.39,-0.0179,29.0,-0.0048,0.0636,0
2011-08-01,-0.0041,0.0446,-0.014,894.45,0.0062,2.89,-0.0057,398.86,-0.0085,31.79,0.0057,-0.063,0
2011-08-02,-0.0256,-0.1467,-0.0509,1.06,0.005,2.44,0.0141,328.18,-0.0116,30.44,0.0028,0.0478,0
2011-08-03,0.005,0.0375,0.0008,1.05,-0.0001,2.02,0.0131,350.22,-0.0198,25.69,-0.0063,-0.0569,1
2011-08-04,-0.0478,-0.2139,-0.0795,1.34,0.0074,1.95,-0.0043,535.94,-0.0577,56.64,0.0156,0.3541,0
2011-08-05,-0.0006,0.1188,0.0648,1.42,-0.0032,0.83,-0.0045,512.49,0.0029,39.56,-0.0074,0.0107,1
2011-08-08,-0.0666,-0.0959,-0.0964,1.22,0.0054,1.89,0.0372,521.07,-0.0641,38.49,0.0018,0.5,0
2011-08-09,0.0474,-0.2121,-0.0177,1.02,-0.005,1.86,0.0174,605.8,-0.0247,39.24,-0.0029,-0.2696,0
2011-08-10,-0.0442,-0.1346,-0.0791,1.0,0.0128,0.97,0.0237,520.14,0.0453,40.23,0.0006,0.2262,0
2011-08-11,0.0463,0.0222,0.1136,1.14,-0.006,1.5,-0.0182,502.09,0.0341,34.06,0.0005,-0.0928,1
2011-08-12,0.0053,0.0598,-0.0313,802.97,-0.0026,1.17,-0.0049,350.09,-0.004,17.46,-0.0009,-0.0677,0
2011-08-15,0.0218,0.0,0.0212,374.89,-0.0002,0.98,0.0088,292.8,0.0293,21.63,-0.0109,-0.1235,1
2011-08-16,-0.0097,-0.041,-0.036,655.88,0.0014,0.28,0.0153,375.34,-0.014,18.95,0.0022,0.0307,0
2011-08-17,0.0009,0.0374,-0.0261,692.66,0.0061,0.23,0.0049,344.49,0.0107,21.32,-0.0045,-0.0387,0
2011-08-18,-0.0446,0.0,-0.0457,1.02,0.0137,0.87,0.0155,331.28,-0.0594,26.53,0.0076,0.3512,0
2011-08-19,-0.015,-0.0052,-0.0005,868.8,-0.0032,0.33,0.0165,148.81,-0.0015,25.81,-0.0028,0.0089,0
2011-08-22,0.0003,0.0622,0.0203,597.74,-0.001,1.11,0.0215,30.15,0.0226,14.0,0.0008,-0.0142,1
2011-08-23,0.0343,0.078,0.0232,746.45,0.0007,0.46,-0.0161,353.95,0.0157,21.84,-0.0028,-0.1454,1
2011-08-24,0.0131,0.0452,0.063,883.81,-0.0055,0.99,-0.0561,294.93,-0.0033,20.3,0.0017,-0.0102,1
2011-08-25,-0.0156,-0.0866,-0.0262,889.22,0.0022,0.86,0.0032,357.82,0.0016,22.39,0.0037,0.1075,0
2011-08-26,0.0151,-0.0711,-0.0197,685.61,0.0027,0.27,0.0195,283.26,0.0008,29.82,-0.0066,-0.1049,0
2011-08-29,0.0283,0.0561,0.0338,325.83,-0.0061,0.04,-0.0032,208.61,0.0223,13.34,-0.0012,-0.093,1
2011-08-30,0.0023,-0.0531,-0.0389,697.97,0.0066,0.6,0.0214,315.38,0.0187,26.0,0.003,0.0189,0
2011-08-31,0.0049,0.0357,0.0267,876.16,-0.0053,0.34,0.001,317.7,-0.001,18.83,0.0024,-0.0386,1
2011-09-01,-0.0119,-0.0936,-0.0457,1.11,0.0055,0.26,-0.0014,282.34,0.0014,25.42,0.0052,0.0063,0
2011-09-02,-0.0253,0.1087,-0.0647,964.83,0.0099,0.44,0.0261,307.28,-0.0279,24.49,0.0038,0.066,0
2011-09-06,-0.0074,-0.0196,-0.003,1.62,0.0021,0.54,-0.002,316.17,-0.005,50.08,0.0111,0.0908,0
2011-09-07,0.0286,0.02,0.0298,503.41,-0.0058,0.47,-0.0298,313.73,0.0386,32.65,-0.0065,-0.0978,1
2011-09-08,-0.0106,-0.0588,-0.0314,20.15,0.0026,0.14,0.0222,336.73,-0.0032,32.57,0.0104,0.0282,0
2011-09-09,-0.0267,-0.099,-0.0314,847.95,-0.0028,0.19,0.0011,349.24,-0.0203,60.33,0.0124,0.1224,0
2011-09-12,0.007,0.2081,0.0172,781.48,0.0034,0.25,-0.025,355.07,0.0109,41.98,0.0047,0.0018,1
2011-09-13,0.0091,-0.0191,0.0226,1.08,-0.0037,0.05,0.0093,364.26,0.0229,40.74,-0.0086,-0.0435,1
2011-09-14,0.0135,-0.078,0.0,1.15,-0.0062,0.16,-0.0018,330.98,-0.0144,41.43,-0.0016,-0.0626,0
2011-09-15,0.0172,0.0212,0.0457,1.11,-0.0064,0.08,-0.0247,296.29,0.0055,27.94,-0.0079,-0.076,1
2011-09-16,0.0057,-0.1036,-0.0125,876.1,0.0049,0.11,0.0189,210.96,-0.0161,11.82,0.0043,-0.031,0
2011-09-19,-0.0098,-0.0925,-0.0491,586.44,0.0057,0.01,-0.0197,132.22,-0.0257,3.88,0.011,0.0565,0
2011-09-20,-0.0017,0.0255,-0.0097,807.23,0.0001,0.09,0.017,30.0,0.0139,24.75,0.0012,0.004,0
2011-09-21,-0.0294,0.2298,-0.0418,797.82,0.0026,0.02,-0.0006,298.91,-0.0112,46.34,0.0043,0.1357,0
2011-09-22,-0.0319,0.0202,-0.0733,1.03,0.0055,0.02,-0.0367,460.0,-0.063,49.77,0.0159,0.108,0
2011-09-23,0.0061,0.099,0.064,898.13,-0.0032,0.08,-0.0585,427.57,-0.0082,37.46,0.0016,-0.0024,1
2011-09-26,0.0233,0.0405,0.0404,943.98,-0.0062,0.15,-0.0275,325.67,0.0049,28.76,-0.0021,-0.0541,1
2011-09-27,0.0107,0.0346,0.0399,1.16,-0.0101,0.05,0.0365,313.57,0.0525,31.88,-0.0131,-0.0336,1
2011-09-28,-0.0207,0.046,0.0035,1.05,-0.0016,0.04,-0.0208,282.85,-0.0384,32.96,0.0051,0.0894,1
2011-09-29,0.0081,0.048,0.0075,784.53,-0.003,7.18,-0.0005,351.35,0.0115,26.82,0.0022,-0.0545,1
2011-09-30,-0.025,-0.0573,-0.0425,879.92,0.0092,0.28,0.003,367.96,-0.0358,29.98,0.006,0.1061,0
2011-10-03,-0.0285,-0.0486,-0.0876,619.66,0.007,0.1,0.022,392.78,-0.0201,33.15,0.0109,0.058,0
2011-10-04,0.0225,0.0851,0.0389,974.22,0.0058,0.16,-0.0249,428.11,-0.025,36.82,0.0021,-0.1019,1
2011-10-05,0.0179,0.0157,0.0407,956.61,-0.0085,0.11,0.0159,336.07,0.053,31.5,-0.009,-0.0737,1
2011-10-06,0.0183,0.0347,0.0534,1.13,-0.0086,0.04,0.0071,386.09,0.0365,34.51,-0.0037,-0.0407,1
2011-10-07,-0.0082,0.1045,0.0417,775.3,-0.0035,0.07,-0.0105,377.54,0.0047,35.47,0.0008,-0.0019,1
2011-10-11,0.0005,0.027,0.0432,694.8,-0.0005,0.15,-0.0059,362.32,0.0047,21.27,0.0012,-0.0048,1
2011-10-12,0.0098,-0.0493,0.0245,928.18,-0.0074,0.04,0.013,294.23,-0.0028,35.04,-0.0081,-0.0487,1
2011-10-13,-0.003,-0.0277,-0.0136,987.6,0.0062,0.15,-0.0083,360.27,-0.0157,22.77,0.0001,-0.0179,0
2011-10-14,0.0174,-0.0427,0.0316,926.65,-0.0074,0.05,0.0087,274.85,0.0305,21.32,-0.0049,-0.0801,1
2011-10-17,-0.0194,0.0037,-0.0426,895.36,0.0091,0.04,-0.0037,227.3,-0.0048,24.55,0.0068,0.1824,0
2011-10-18,0.0204,0.0,0.0093,971.32,0.0071,0.09,-0.0142,203.77,0.0227,35.32,-0.0002,-0.0548,1
2011-10-19,-0.0126,0.0,-0.0083,954.4,-0.0036,0.02,-0.0035,112.02,-0.0252,30.3,0.0001,0.0913,0
2011-10-20,0.0046,-0.0148,0.0139,985.38,0.0025,0.09,-0.0207,31.26,-0.0094,36.14,-0.0023,0.0099,1
